zip,city,air,haz_cleanups,lead_paint,water
93704,Fresno,14,1,62%,87.4%
94060,Unincorporated San Mateo County area,7,10,47%,87.5%
91791,West Covina,12,0,61%,87.5%
91011,La Cañada Flintridge,11,10,53%,87.5%
93728,Fresno,14,2,82%,87.6%
93285,Unincorporated Kern County area,9,4,35%,87.7%
91786,Upland,14,12,49%,87.7%
91505,Burbank,12,39,65%,87.7%
93727,Fresno,14,2,46%,87.8%
93711,Fresno,13,3,21%,87.8%
91502,Burbank,12,44,46%,87.8%
92835,Fullerton,12,8,39%,87.8%
91501,Burbank,12,26,49%,87.8%
91504,Burbank,12,47,66%,87.9%
91506,Burbank,12,58,67%,87.9%
91766,Pomona,13,15,66%,88.3%
90068,Los Angeles,12,1,47%,88.6%
91745,Hacienda Heights,12,10,49%,88.7%
91768,Pomona,12,12,81%,88.9%
92376,Rialto,12,11,54%,88.9%
93263,Shafter,14,11,60%,88.9%
93706,Fresno,13,18,69%,89.1%
91030,South Pasadena,11,14,55%,89.2%
93730,Fresno,13,0,8%,89.4%
90008,Los Angeles,12,2,76%,89.4%
90046,West Hollywood and Los Angeles,12,5,41%,89.4%
91731,El Monte,12,21,73%,90.0%
92561,Unincorporated Riverside County area,6,0,38%,90.0%
91208,Glendale,11,5,56%,90.6%
93723,Fresno,13,4,40%,90.8%
94515,Calistoga,7,2,48%,90.8%
95363,Patterson,10,12,45%,90.9%
93710,Fresno,14,5,36%,90.9%
95366,Ripon,11,0,28%,91.1%
91767,Pomona,13,5,71%,91.7%
93219,Earlimart,13,1,64%,91.9%
93725,Fresno,14,41,59%,92.1%
90048,Los Angeles,12,4,46%,92.2%
90003,Los Angeles,12,8,89%,92.5%
90004,Los Angeles,12,6,72%,92.5%
90005,Los Angeles,12,4,70%,92.5%
90006,Los Angeles,12,7,81%,92.5%
90007,Los Angeles,12,5,70%,92.5%
90011,Los Angeles,12,33,92%,92.5%
90012,Los Angeles,13,39,34%,92.5%
90015,Los Angeles,12,11,68%,92.5%
90016,Los Angeles,12,5,80%,92.5%
90017,Los Angeles,12,10,68%,92.5%
90018,Los Angeles,12,2,83%,92.5%
90019,Los Angeles,12,5,76%,92.5%
90020,Los Angeles,12,4,55%,92.5%
90026,Los Angeles,12,9,67%,92.5%
90028,Los Angeles,12,7,51%,92.5%
90029,Los Angeles,12,9,74%,92.5%
90037,Los Angeles,12,8,91%,92.5%
90038,Los Angeles,12,15,68%,92.5%
90057,Los Angeles,12,4,73%,92.5%
90010,Los Angeles,12,6,49%,92.5%
90062,Los Angeles,12,3,91%,92.5%
90071,Los Angeles,13,13,18%,92.5%
90013,Los Angeles,12,10,46%,92.5%
90021,Los Angeles,12,128,66%,92.5%
93251,Unincorporated Kern County area,11,24,54%,92.6%
95039,Unincorporated Monterey County area,5,12,69%,92.6%
95386,Unincorporated Stanislaus County area,11,0,36%,92.6%
93203,Unincorporated Kern County area,12,5,62%,92.6%
90036,Los Angeles,12,1,61%,92.7%
90027,Los Angeles,12,8,57%,93.0%
91761,Ontario,14,9,37%,93.8%
91762,Ontario,14,10,61%,93.8%
95690,Walnut Grove,9,5,67%,93.8%
90606,West Whittier-Los Nietos,12,30,74%,93.8%
91801,Alhambra,12,11,61%,93.9%
92316,Bloomington and Rialto,12,2,53%,94.0%
91803,Alhambra,12,14,65%,94.0%
93563,Unincorporated Los Angeles County area,11,12,33%,94.1%
93631,Unincorporated Fresno County area,14,9,50%,94.1%
91764,Ontario,14,3,59%,94.2%
92549,Unincorporated Riverside County area,7,0,48%,94.5%
93444,Nipomo,8,2,29%,94.6%
91732,El Monte,12,20,70%,94.6%
95231,French Camp,11,22,53%,94.7%
92377,Rialto,12,17,21%,94.7%
95301,Atwater,12,3,52%,94.7%
93609,Caruthers,13,0,59%,94.8%
92061,Pala,7,0,42%,94.8%
91709,Chino Hills,12,3,15%,95.0%
95043,Unincorporated San Benito County area,5,34,49%,95.3%
93925,Unincorporated Monterey County area,5,6,38%,95.4%
91746,La Puente and West Puente Valley,12,25,77%,95.6%
95382,Turlock,12,0,19%,95.7%
95230,Unincorporated Stanislaus County area,10,0,35%,96.0%
93635,Los Banos,10,7,47%,96.0%
91733,South El Monte,12,23,80%,96.1%
91020,La Crescenta-Montrose,11,12,46%,96.4%
93242,Unincorporated Fresno County area,13,0,63%,96.4%
93272,Unincorporated Tulare County area,13,8,69%,96.6%
93650,Fresno,14,17,62%,96.7%
95334,Livingston,12,1,55%,96.7%
93271,Unincorporated Tulare County area,8,9,28%,96.7%
95380,Turlock,13,4,51%,96.9%
93206,Unincorporated Kern County area,13,5,60%,96.9%
93207,Unincorporated Tulare County area,12,0,54%,96.9%
93664,Unincorporated Fresno County area,5,0,28%,97.0%
95307,Ceres,11,1,50%,97.3%
95355,Modesto,11,0,31%,97.7%
95350,Modesto,11,7,53%,97.8%
95354,Modesto,11,17,67%,97.8%
91711,Claremont,13,1,44%,98.0%
95356,Modesto,11,4,29%,98.0%
93625,Unincorporated Fresno County area,14,9,55%,98.0%
95351,Modesto,11,5,64%,98.1%
95358,Modesto and Ceres,11,3,53%,98.1%
92358,Unincorporated San Bernardino County area,11,8,52%,98.2%
92359,Mentone,10,0,42%,98.3%
95316,Unincorporated Stanislaus County area,12,7,45%,98.3%
95303,Ballico,12,10,73%,98.4%
92860,Norco,13,7,30%,98.4%
91710,Chino,13,5,41%,98.5%
95326,Hughson,11,0,52%,98.7%
94508,Unincorporated Napa County area,7,0,48%,98.7%
93241,Lamont and Weedpatch,13,5,78%,98.8%
95357,Empire,11,3,37%,99.0%
93283,Unincorporated Kern County area,5,0,29%,99.1%
95336,Manteca,11,1,39%,99.1%
95337,Manteca,11,8,39%,99.1%
92539,Unincorporated Riverside County area,7,0,20%,99.2%
93247,Unincorporated Tulare County area,13,0,65%,99.2%
93249,Unincorporated Kern County area,10,12,54%,99.3%
93256,Pixley,13,14,72%,99.5%
91750,La Verne,12,2,39%,99.6%
91708,Chino,13,13,20%,99.6%
93267,Unincorporated Tulare County area,13,1,65%,99.8%
93265,Unincorporated Tulare County area,6,0,38%,99.9%
95212,Morada,11,1,29%,100.0%
57,Unincorporated Santa Barbara County area,7,0,,
91608,Unincorporated Los Angeles County area,12,18,,
94128,Unincorporated San Mateo County area,9,9,,
